from_id to_id,edge_weight
6556107969 6556107968,0.019571475231939427 6556107970,0.019292892459078
6556107970 6556107969,0.019292892459078 6556107971,0.03244690973784339
6556107971 6556107970,0.03244690973784339 6556107972,0.021811359890950646
6556107972 6556107971,0.021811359890950646 1215933674,0.013888484827744562
6556107973 6556107974,0.02991151727241865 1215933674,0.01406998519492919
6556107974 6556107973,0.02991151727241865 6556107975,0.03615669439501098
6556107975 6556107974,0.03615669439501098 6556107976,0.03168660271286514
6556107976 6556107975,0.03168660271286514 6556107977,0.030484408061841918
6556107977 6556107976,0.030484408061841918 6556107978,0.02031888263829559
6556107978 6556107977,0.02031888263829559 6556107979,0.008891816551622767
6556107979 6556107978,0.008891816551622767 1215239613,0.010682196217334844
1263158476 1186480527,0.033007262838961056 419038116,0.033186370549842394
6556107980 6556107981,0.01449889345208975 6918352303,0.003105912671512173
6556107981 6556107980,0.01449889345208975 6556107982,0.01710399846599727
6556107982 6556107981,0.01710399846599727 6556107983,0.012020006974770714
6556107983 6556107982,0.012020006974770714 6556107984,0.017059806542906574
6556107984 6556107983,0.017059806542906574 6556119585,0.01960217893369869
419054803 2546501416,0.026464218871457282 2546501406,0.014083517388357
1263158491 1263158440,0.018819369874030302 1263158491,0.0644792115206206
419054812 419054787,0.03119770578074479 2546501385,0.03938762394801931 6682032059,0.041249511881375475
3851044058 419062675,0.010220618741952783 419060379,0.17224521040397342
1299596509 1299596601,0.010589282297711033 1299596586,0.02163239900071524
1299596511 1299596313,0.0439504786907716 1299596368,0.01793875396993801
1299596506 1299596577,0.01520833040475875 1299596651,0.01955628075028273
1299596510 1299596437,0.030692076191465866 1299596554,0.019153269179300846
1299596505 6480756675,0.06979709535997365 1299596505,0.035765761146191274
1299596517 1299580030,0.013766702809295768 6478283290,0.020341781110947404 1299636821,0.06369434705719544
1299596519 1299596554,0.0220513216498524 6480756992,0.10916407513867547 6480756670,0.054835037501502745
419054827 419054785,0.03054721774086932 419054865,0.03374798229294156
419054829 1708866399,0.006079286135470533 1708866291,0.01143175633660648
1299596526 1299596304,0.04588114810156227 1299596447,0.006751990635170345
419054839 419054726,0.23683697475146587 2546501420,0.008857381234117324 2546501416,0.036127004860444054
1299596536 1299596369,0.02363375612421017 6480756661,0.017841368890067075
419054841 3830199572,0.011838227094860253 3222863487,0.07477829171491282 419054900,0.06981773890454436
419054843 3800307768,0.17610353675572235 4382560814,0.5628384738892724
1299596540 1299596478,0.0253994599591347 1299596467,0.12296286342917248
1299596548 1299596393,0.011418467906017898 1299596437,0.033224054623702225
1299596550 1299596357,0.011667493361311605 1299596566,0.011390641666504123 6480756683,0.041115240575502934 1299596478,0.05350944703028944
1299596552 1280229679,0.02389271480176715 1299596450,0.14959995978619287
1299596554 1299596519,0.0220513216498524 1299596510,0.019153269179300846
419054865 419054827,0.03374798229294156 419054926,0.020627761674789934
419054869 419054614,0.10622705587582593 3711046246,0.008061073128348313 1145509333,0.057574590380856834 3323325156,0.016530371909736413
1299596565 1299596450,0.02251951127886461 1299596601,0.018935913599220595
1299596567 1299596378,0.038748104294339565 1299596612,0.02889458199332993
419054872 1656851913,0.0016086055152647232 419054931,0.026526481907160213
1299596569 1299596268,0.01905061723932032 1299596493,0.21651579441880972
1299596566 1299596550,0.011390641666504123 1299596373,0.028035405535196362
419054875 1656851847,0.009580360470067226 419054889,0.030077606719924647
419054879 3514255250,0.060030434442930485 3511939087,0.22873642980402184 2546501415,0.01448298849644309 2546501423,0.021224105667161552
1299596575 6480756988,0.04236739076744197 1299596636,0.02071451802335972
1299596577 1299596506,0.01520833040475875 6480756639,0.03676783112045046 6480756640,0.011087019247451108
419054882 3506658606,0.007671764129843265 419054933,0.014755644227007397
1299596579 1299580109,0.010669987360687637 6480756992,0.084500202960528 1299580117,0.019931686973603337
5627040082 1260060673,0.023589091781942427 5627040106,0.022022304490022886
1299596581 1299596434,0.033073351494091525 1299596490,0.025663029157271113
1299596583 1299596316,0.02859287913201354 1299596617,0.01134348107356082 6479053094,0.05031161453679066
419054889 419054875,0.030077606719924647 1656851913,0.012958653860299003
1299596586 1299596509,0.02163239900071524 1299596368,0.019961823599478835
1299596588 1299596467,0.012832697098902663 6480756986,0.09155641002558078 1299596497,0.06215075466847005
419054894 2546501407,0.010475981877743937 2546501421,0.01599159190415122
1299596590 1299596323,0.016229162295386474 1299596625,0.030885863978681843
1299596592 1299596264,0.010100142038503186 1299580016,0.0901314334414787
1299596593 1299596315,0.028407214661119794 1299596478,0.05686886894574072
419054900 419054841,0.06981773890454436 3506658606,0.009197111782011956
1299596597 6478283288,0.14770501892383506 6478283287,0.05920507025123271
1299596600 1299596258,0.05489039027535224 1299596302,0.04177810268564575
1299596601 1299596509,0.010589282297711033 1299596565,0.018935913599220595
1363297595 1363297615,0.009753228768138712 1363297595,0.12235336455550033
1299596604 1299596270,0.04309095973441301 1299596447,0.016756408856796006
1299596605 1299596493,0.06741385222071439 1299596608,0.014595226061222336
419054910 1656851986,0.05212531477180465 1656852479,0.0719789302289767
419054913 1708866968,0.008927775094373092 1145509353,0.04898338777707894
1299596608 1299596605,0.014595226061222336 1299596613,0.02586110828843331
1632519491 1621583758,0.05023621649605649 1632519491,0.14908246722843221
1299596612 1299596567,0.02889458199332993 1299596452,0.012483255206409083
1299596613 1299596430,0.01612786843798145 1299596608,0.02586110828843331
419054918 2546501409,0.008898276189335669 2546501414,0.026566989368464786
1299596614 1299596339,0.016905145028026477 6480756669,0.018728747045652496
1299596610 6480756626,0.031913763482402664 6480756627,0.005626348105352146 6480756634,0.04277514226003251
419054921 2546501413,0.01371751746276835 2546501395,0.014808889225448315
1299596617 1299596583,0.01134348107356082 1299596479,0.06269263702676611
419054923 419054978,0.022757626330482155 419054926,0.024721199133298677
419054926 419054865,0.020627761674789934 419054923,0.024721199133298677
1299596623 6480756653,0.01723022533329077 1003604128,0.013715444144025042
1363297615 1363297595,0.009753228768138712 419083385,0.02437531132018218
1299596625 1299596590,0.030885863978681843 1299596676,0.04798208585843775
419054931 419054872,0.026526481907160213 419054973,0.028445494886712934
419054933 419054882,0.014755644227007397 3506658610,0.02749551538065369
1299596634 1299596342,0.03820252767801824 1299596270,0.0328613633954344
1299596636 1299596575,0.02071451802335972 1299596348,0.027139857746371204
419054944 3323334962,0.06689203062882819 3323325156,0.020364553202409666
1299596640 6480756990,0.07554058034314153 6480756987,0.0045528326317729835
1299596642 1299596367,0.038280663090370426 1299596446,0.0463449350395719
419054951 419054779,0.04633592810529664 1271360886,0.08661337605947761 1271360778,0.018588458105696648
1299596649 1299596348,0.026363624572985942 1299596461,0.03285338609971208
1299596651 1299596506,0.01955628075028273 6480756668,0.032498100210538644
419054957 5690571360,0.13101212738422222 5690571334,0.021621715713218807
1299596653 1299596446,0.010131135643168056 1299596479,0.008730826607622425
5627040098 5627040097,0.029465456748591808 5627040099,0.040021025668184926
1405371766 1405371767,0.020508458793814154 419079015,0.014892462871189612
419054968 419054973,0.020878591513375247 419054979,0.05187318101949135
1405371767 1405371766,0.020508458793814154 419079096,0.01177664338058796
1245463930 3163336684,0.08970072891639017 3163336543,0.06891860688095802 3163336711,0.056598576695773326
419054971 2546501396,0.00501413580673718 2546501425,0.013670083676131218
5627040099 5627040098,0.040021025668184926 5627040100,0.040567069897477444
419054973 419054968,0.020878591513375247 419054931,0.028445494886712934
419054976 2546501417,0.01282750301703552 2546501413,0.017389734132782404
5627040100 5627040099,0.040567069897477444 5627040101,0.028094976188510278
419054978 419054923,0.022757626330482155 2155127616,0.021951057914980282
419054979 419054968,0.05187318101949135 2155127616,0.0087123477123339
1299596676 1299596625,0.04798208585843775 1299596424,0.05479093904116396
419054984 3800307768,0.00839989946019634 3266065904,0.007449624634318773 3266065903,0.015201902978579606
419054985 2546501401,0.01195187896070835 2546501390,0.012229197995131318
2161395084 1234586037,0.041377017822115336 1234585916,0.0338163229385097
6795052430 1278832744,0.006509381515018689 6795052440,0.0661087079310154 6794578325,0.12052104278417161
2161395087 419059207,0.016947043507431325 2161395098,0.020799745495690636
6795052439 419072672,0.1278666706484883 419071676,0.04931620135209014
6795052440 6795052430,0.0661087079310154 6795052440,0.24832677129435743
2161395098 2161395087,0.020799745495690636 2161395108,0.04566339745596106
419055009 2546501422,0.013643920137823508 2546501384,0.010661826334468827
419055012 419055145,0.01920167832281552 419055219,0.02332098400463569
419055014 419055169,0.06129431475596567 419055063,0.0322995800978637
2161395108 2161395098,0.04566339745596106 1234586292,0.042533000484263596
2161395111 2161395113,0.03891312004671965 419061870,0.02695244419901823
2161395113 2161395111,0.03891312004671965 6790247713,0.09450640976469087
419055025 419055051,0.027697709744913757 419055147,0.01720284638837968
3821422005 3168341770,0.006506999406200543 419071914,0.013381715413877622
419055041 1708866967,0.040729666180297976 419055130,0.06575274631410953 1708866971,0.07984986478517625
1677739459 419044496,0.3454130860790082 1677739459,0.6328979165589204
419055051 1269970294,0.047469015857647075 419055025,0.027697709744913757 419055193,0.017976288138323363
419055063 419055014,0.0322995800978637 419055068,0.03136462325910996
419055068 419055063,0.03136462325910996 1708866485,0.004366054256774382
419055074 1230650401,0.051078552409444034 1230563412,0.11610871742168696
419055075 1229715626,0.02774339691447923 1229715564,0.13686982778134313
5703484921 3349687244,0.00646788515496431 3349687246,0.005121768420243292
5703484922 419039234,0.004417119643062395 5703483019,0.0037620438274592635
5703484923 6588482642,0.006946119743315387 419040316,0.013225941042190692
5703484924 6588482640,0.004444949235402023 528146015,0.007534375959224433
5703484925 419040056,0.017083482404516168 6588482640,0.004163299927779591
419055130 419055041,0.06575274631410953 419055130,0.05834119269609268
972047902 4041411932,0.015871949572739904 1182469846,0.053898430858199536
972047913 419041338,0.03821466872194025 419040909,0.05597643070856441
419055145 419055012,0.01920167832281552 419055306,0.028644666483389373
419055147 419055025,0.01720284638837968 1216268120,0.03926030475965797
1758086701 1706043673,0.08644315563954429 1219389526,0.026229726649771617
419055162 419055181,0.01192428848675223 419055212,0.011360534548928306
419055164 419055189,0.020858087396573834 1229683805,0.057086445823039685
419055169 419055014,0.06129431475596567 419055174,0.041038196949636764
1260144195 1260144233,0.03486503926344024 1260144399,0.04244128578960179
419055174 419055169,0.041038196949636764 419055551,0.024646350359524602
419055176 419055185,0.06554634589026967 1344867581,0.1593589828522992
419055181 419055162,0.01192428848675223 1708866301,0.01937611207740619
419055184 1345984817,0.025125488037190034 419055578,0.0739375233422012
419055185 419055176,0.06554634589026967 2011094523,0.34319700342657167
1260144211 582707832,0.025845019161938338 1257894995,0.04537405051058283
419055188 1345984830,0.04707078106401091 1345984818,0.02547896332350646
419055189 419055164,0.020858087396573834 419055189,0.08897666581279645
419055193 419055051,0.017976288138323363 419055217,0.018816994877459643
419055205 419055217,0.02795704317917028 419055205,0.08756685045889784
1260144233 1260144195,0.03486503926344024 1260144283,0.06683851024801593
419055211 419055221,0.21372405323641766 419055505,0.3266747737621812
419055212 419055162,0.011360534548928306 1708866967,0.024914725234948237
1260144236 1260144399,0.0349203379089387 1260144361,0.03663161103315245
1260144240 582707841,0.08821436531807399 582707834,0.11276491017909678 582707846,0.08989702065062138
419055217 419055193,0.018816994877459643 419055205,0.02795704317917028
419055219 419055012,0.02332098400463569 1229399754,0.017485933627263976
419055221 419055211,0.21372405323641766 419056996,0.7445734473817045
419055225 419055288,0.027579352548936616 419055257,0.03789699395902583
419055231 419055290,0.07199660324346627 419055270,0.030006992364633937 1340966252,0.11309693641089212
419055232 419055329,0.03140207987280293 419055269,0.017466508270897844
419055233 1229399528,0.04519040241311247 1230500153,0.02821482757241973 419055333,0.026547501777657818
4920854149 4920860632,0.03137782996583765 4920854150,0.04528185991382004
4920854150 4920854149,0.04528185991382004 4920854192,0.052547063011669747
419055237 419055270,0.058838415449444015 419055251,0.018249038338143016
4920854152 4920860622,0.09109650067204206 4920860632,0.036667710437867304
2118010501 5563896048,0.10962950062277528 5563896046,0.0027790924577448563
419055242 3415481358,0.009793744751442943 1779460816,0.007322954996280669 419055280,0.026122476914489202 2257079312,0.012794436483628636
4920854155 6434510827,0.008939525158462807 4920854190,0.04691063882582659
4920854159 4920854219,0.019382008837416347 6434510827,0.009342384783198689
419055251 419055237,0.018249038338143016 419057122,0.13941775040205326
4920854164 419041118,0.023397138661661404 4920860640,0.017768964106743255
419055252 1269961572,0.022988043798295277 419057140,0.15677995123826613
4920854167 4920854190,0.025044436703532822 4920854170,0.02934328871953037
419055257 419055225,0.03789699395902583 419055257,0.058954877515822214
4920854170 4920854167,0.02934328871953037 1184646872,0.02823482263651539
4920854171 4920854214,0.1764595012870312 4920854181,0.10299203647997082
1260144283 1260144233,0.06683851024801593 1260060930,0.05158206112889313
4920854181 4920854171,0.10299203647997082 4920854184,0.04642672380801621
419055270 419055237,0.058838415449444015 1781693176,0.04095523539716178 419055231,0.030006992364633937 4465039635,0.0870175745211534
419055271 1229715632,0.007457350894714951 1229399806,0.027398213894117358
4920854182 4920854207,0.02249829294102322 4920854196,0.12886305335607762
419055269 1230650392,0.03623649529902242 419055232,0.017466508270897844
4920854184 4920854181,0.04642672380801621 4920854207,0.0449004643850531
419055274 419055292,0.05356518490854483 3415481358,0.06852161846865583 419057187,0.07936768123279825 1267552963,0.17201518856423764
419055276 419055290,0.1861954017258811 419057160,0.06180495811726616
419055277 419057159,0.08313734934976397 1359721136,0.03470896127459095 419055369,0.08216516074476271 419057125,0.10142264463213203
5650007723 1263141670,0.0025315789940950095 5650007734,0.0026327971191875657
5650007724 1263141670,0.0035240151936649236 5650007725,0.0067270414339765
419055280 419055242,0.026122476914489202 1779460731,0.16768520150491295
4920854187 4920860634,0.024509642116327186 4920854189,0.02261900279224561
5650007730 1204390702,0.01403790367898016 5650007730,0.031110052514680693
4920854190 4920854167,0.025044436703532822 4920854155,0.04691063882582659
5650007725 5650007724,0.0067270414339765 5650007726,0.006213438207849379
4920854189 4920854187,0.02261900279224561 4920860638,0.020767815809376474
5650007726 5650007725,0.006213438207849379 5650007727,0.01704801368616923
419055287 1269961572,0.026870118000895046 419055597,0.24900194065107295 1112609701,0.07819277034538802
419055288 419055225,0.027579352548936616 419055313,0.04967841970152751
5650007728 5650007727,0.015925196851779316 5650007729,0.01332748150468738
419055290 419055231,0.07199660324346627 419055276,0.1861954017258811 1247449645,0.009645446274593957
4920854196 4920854182,0.12886305335607762 4920854198,0.04219652980635129
5650007733 1204390744,0.013631626542103759 5650007735,0.009062270180491636
5650007734 5650007723,0.0026327971191875657 5650007735,0.004930145656445656
5650007735 5650007734,0.004930145656445656 5650007733,0.009062270180491636
4920854198 4920854196,0.04219652980635129 4920854219,0.02031694938135384
1184646842 419039800,0.021311488423253953 419039860,0.0227925004745606
4920854207 4920854182,0.02249829294102322 4920854184,0.0449004643850531
419055292 419055274,0.05356518490854483 1359721163,0.03769021364712129
4920854211 4920860638,0.02234030324053909 4920860622,0.0511503145077609
419055298 1708866971,0.007375524645948052 1269970302,0.033130947655005606 1708866872,0.052072723165166604
4920854214 4920854171,0.1764595012870312 4920854192,0.06652042581828002
419055302 419055369,0.03742229578153938 6700207584,0.009895554370686293 1359721099,0.044220609272214266
419055306 419055145,0.028644666483389373 419055383,0.02274598266080699
4920854219 4920854159,0.019382008837416347 4920854198,0.02031694938135384
419055308 419055316,0.009002823500487669 419055309,0.018181293797097427
419055309 419055308,0.018181293797097427 1230563412,0.3575788900195435
1659258574 1659258631,0.01354840450242575 419069255,0.01571448633910322
1260144335 1260144361,0.020807534310967143 1260085513,0.05347431710292256
419055312 1229399563,0.03127816661042551 1230499534,0.026774228596635693 1230499789,0.08013504709571749
419055313 419055288,0.04967841970152751 1708866485,0.024246916655996792
419055316 419055308,0.009002823500487669 3058980890,0.12717929967484992
1184646872 419040230,0.4365374413160746 419039800,0.021650903769849992 4920854170,0.02823482263651539
419055329 419055232,0.03140207987280293 1230650401,0.0547751788827013
1659258593 1659258879,0.01860570831990996 1659258672,0.019725859153282527
1260144356 1482287523,0.06694066612664488 419065298,0.5935200268173778
419055333 419055233,0.026547501777657818 419055383,0.01891991413498663
1260144361 1260144335,0.020807534310967143 1260144236,0.03663161103315245
2066499311 1365033719,0.13475996048826167 1365033689,0.23997294571131755
1659258631 1659258574,0.01354840450242575 1659258809,0.00878327404980876
419055369 419055302,0.03742229578153938 419055277,0.08216516074476271 1359721134,0.012009773279753664 419057187,0.1226213297364741
1260144399 1260144236,0.0349203379089387 1260144195,0.04244128578960179
419055383 419055306,0.02274598266080699 419055333,0.01891991413498663
419055386 1229332508,0.015261227226651252 419055587,0.03578218257198278
419055387 1216147646,0.0630826349150914 419055506,0.014659437752186243
419055388 419055806,0.11017548237621186 419055406,0.030123991138914792 419055422,0.04785138988591652
419055389 1229684120,0.05038808433976856 1229683819,0.014133633613533328
419055391 419055458,0.08262662345733952 419055404,0.03104130294561506 419055538,0.23750914072797327
419055392 1269970309,0.03865658199612823 419055583,0.04371003242301878
419055397 419055400,0.012273488307170599 419055433,0.034184923626327184
419055398 419055402,0.013370801833444107 3323395919,0.014056319912241091 1230563284,0.014512016539370759
419055399 419055440,0.09405770378021229 1229683930,0.04055276337064153
419055400 419055397,0.012273488307170599 1345984843,0.022475452546673425 419055637,0.1488114996671237
419055401 419055498,0.039843194756655674 419055409,0.05555609605714463 1230499998,0.033881365402241376
419055402 419055398,0.013370801833444107 3323395918,0.015794167543376352 3323395917,0.014886187335571746 3323395920,0.014603676408118608
419055403 1345984813,0.4790521618455743 419055412,0.03527359261362305 419055410,0.09643743560294932
419055404 419055391,0.03104130294561506 1708867084,0.11049476951914035
419055406 419055388,0.030123991138914792 419055417,0.014742375457630812
419055407 419055507,0.04005245327032345 419055425,0.03550668167814987
1659258672 1659258593,0.019725859153282527 419069210,0.01779729738556613
419055409 419055401,0.05555609605714463 6720546639,0.017231126207770182 1229332665,0.05744009285081818
419055410 419055403,0.09643743560294932 419055431,0.040024821615202245 419055434,0.02229543011809006
419055411 419055417,0.01400210612727557 419055513,0.09818030337467915
419055412 419055403,0.03527359261362305 2271009629,0.05703369463559294 1345984831,0.10431985642916623
419055415 1230499992,0.07905272501090463 419055684,0.5305994613876621 419055540,0.1801514163291188 3323395918,0.03108947117991742
419055416 1229332665,0.020000414925434935 1229332586,0.18178957641134605
419055417 419055411,0.01400210612727557 419055406,0.014742375457630812
419055420 419055436,0.12918414427885455 419055479,0.08537721755451513 419055508,0.12534440615857825
419055422 419055388,0.04785138988591652 419055593,0.032175618922137675
419055423 419055450,0.0599531929934828 419055423,0.07193547182024974
419055424 1229332491,0.01841645443268552 6720546700,0.04516420454742487
419055425 419055407,0.03550668167814987 1216147646,0.030092439264709073
3266070342 2546563887,0.06288992838261398 1361121227,0.005167183259507735
419055431 419055410,0.040024821615202245 419055433,0.012528629214991573
419055433 419055431,0.012528629214991573 419055397,0.034184923626327184
419055434 419055410,0.02229543011809006 419055534,0.15238863471317898
419055436 419055420,0.12918414427885455 419055444,0.02972072005415664
419055438 1229332623,0.01730811922960189 419055510,0.07131547207371909 3930200101,0.027202563716307037
419055440 419055399,0.09405770378021229 1229684120,0.08313884434243482
1659258706 419069267,0.024258898839341642 419069284,0.020623552720555844
419055444 419055436,0.02972072005415664 419055604,0.05674332698066462 1229683990,0.0726737959337951
419055446 419055460,0.16266314155730077 1230499992,0.016079262283198167
419055449 1345984799,0.19802922950356 419055585,0.07533484231465 2271009629,0.020212176958690743
419055450 419055423,0.0599531929934828 419055464,0.21698420367176763 419055598,0.09744738117635142
419055456 419055841,0.11945784991939028 419055460,0.02347820536275198 1229683989,0.09366515254444034
419055457 419055805,0.06031502069539717 419055833,0.12020438985883851
419055458 419055391,0.08262662345733952 419055813,0.12625031514290436
419055460 419055446,0.16266314155730077 419055456,0.02347820536275198
419055464 419055450,0.21698420367176763 419055816,0.008874811792220392
419055466 419055808,0.03409491413795918 1710261817,0.009625754216085426
419055467 419055824,0.14168853527583192 419055807,0.028577334967959462 419055476,0.037649691954913724
419055473 1710261817,0.007274238429703109 419055480,0.012842895001399922
1601980273 1601980302,0.06457463938051948 419064791,0.02488985024834013
419055476 419055467,0.037649691954913724 419055510,0.03514963184939001
419055479 419055420,0.08537721755451513 419055491,0.12303225947747114 419055805,0.1269912246887017 1229683947,0.0781055567978266
419055480 419055473,0.012842895001399922 419055483,0.012066502346330422
419055481 2672813542,0.11557648166485843 1229684031,0.024764983428010062
419055482 419055506,0.061092373636049246 1216147611,0.022742998507258583
419055483 419055480,0.012066502346330422 2014228061,0.004573217867959837 419055497,0.015521246219812962
419055486 419055824,0.0845999268472907 419055510,0.14344128972045567 6720546700,0.04172078172738327
419055488 6720546557,0.04974831367433333 419055498,0.036032787213482916
419055491 419055479,0.12303225947747114 1229684027,0.027700070600053698
419055494 1345984841,0.047657308731003586 419055598,0.13703131968307414
419055497 419055483,0.015521246219812962 419055507,0.023834022060498474
419055498 419055401,0.039843194756655674 419055488,0.036032787213482916
1601980302 1601980273,0.06457463938051948 1623286236,0.0318305289910593 1601980302,0.08665504079376692
419055503 1229332459,0.018159829588162986 1229332659,0.0648450695835122
419055504 419055511,0.017596103426886337 4505590907,0.024791995139835436
419055505 419055211,0.3266747737621812 1694984253,0.031159848897961386
419055506 419055482,0.061092373636049246 419055387,0.014659437752186243
419055507 419055407,0.04005245327032345 419055497,0.023834022060498474
419055508 1229683819,0.013347325949813537 419055420,0.12534440615857825 419055514,0.012632070598657556 419055805,0.08481014829683552
1659258772 3682623941,0.018112350124048802 419069195,0.016243638411489417
419055510 419055438,0.07131547207371909 419055486,0.14344128972045567 419055476,0.03514963184939001
419055511 419055504,0.017596103426886337 1710261828,0.002445969704835859
1805928343 1805928364,0.11993126524985402 6841660132,0.2462929238796597
419055513 419055411,0.09818030337467915 1710261821,0.013780097318480202
419055514 419055508,0.012632070598657556 2672813543,0.013596639753284878
3357034397 419070338,0.03746725586990223 3565249718,0.031090412565026284
419055518 419055631,0.05027566679257074 419055528,0.018469257784479293
419055522 419055526,0.03589377905510501 1210871727,0.009179243806301996 1708866666,0.03530659100711339
419055523 419055593,0.10791548150645876 419055523,0.14038354243381954
419055526 419055522,0.03589377905510501 419055583,0.06047389659889346
419055528 419055518,0.018469257784479293 1229683978,0.017665131869812417
1805928364 1805928343,0.11993126524985402 419056248,0.07529759645649597
419055534 419055434,0.15238863471317898 419055578,0.0841715049237555 419055539,0.06716344434327612
419055538 419055391,0.23750914072797327 419055551,0.02846819183817025
419055539 419055534,0.06716344434327612 419055637,0.013033996039474612
419055540 419055415,0.1801514163291188 419055543,0.017653490639031946
419055542 419055543,0.0764908594221549 3323395921,0.13800024749639936 1230563506,0.4123189706535986
419055543 419055542,0.0764908594221549 419055540,0.017653490639031946 419055558,0.05245620172058264
1659258809 1659258631,0.00878327404980876 5645246803,0.009900790932401612
419055551 419055174,0.024646350359524602 419055538,0.02846819183817025
419055557 1229683935,0.006604790849342724 419055618,0.06763756635500628
419055558 1344867581,0.2441033731958579 419055543,0.05245620172058264 3058980890,0.16580573721158398
1659258833 419069255,0.020956688442141585 1659258537,0.019229320497788166
419055578 419055534,0.0841715049237555 1345984831,0.1385959133542224 419055184,0.0739375233422012
419055581 5811543314,0.13474907610593798 3323395919,0.06017675861112419 419055581,0.24783247243074832
419055583 419055526,0.06047389659889346 419055392,0.04371003242301878
419055585 419055449,0.07533484231465 419055599,0.01569929353471205
4247144418 419062043,0.0354168873951288 419061678,0.022483635319113602 419061836,0.06306565963243964 419061864,0.13055345705536886
419055587 419055386,0.03578218257198278 1230499998,0.023927723882835667
419055586 3930200101,0.06667775904682749 3949513524,0.009332240960560357
419055593 419055523,0.10791548150645876 419055422,0.032175618922137675
419055597 419055287,0.24900194065107295 1442497775,0.06341918610129768
419055598 419055450,0.09744738117635142 419055494,0.13703131968307414 419055650,0.07936162002233198
419055599 419055585,0.01569929353471205 1346966771,0.01643517147263398 1345984834,0.015637562247075864
419055604 419055444,0.05674332698066462 419055615,0.014271863138276103
4247144441 419063977,0.019395311519735788 419064034,0.022691050389005294
1640384510 1640384520,0.01173934327272676 1467440045,0.0101142010656667
419055615 419055604,0.014271863138276103 1229683771,0.011703268858461272
1640384512 419045311,0.012137227471817882 1640384516,0.01289705145056896
419055616 419055639,0.06861897769310693 1229683889,0.06790084725315042 1229684018,0.035177094242961324
1640384514 1467440032,0.0325422587122426 1467440037,0.015382656695599153
419055618 419055557,0.06763756635500628 1229683889,0.030658282461527187
1640384516 1640384512,0.01289705145056896 1467440029,0.09950085010288418
1640384518 419045311,0.010757314961066276 1467440035,0.008984049556139564
419055622 1229332477,0.013974393836890388 1229358159,0.058558311888826216
1640384520 1640384510,0.01173934327272676 1467440037,0.01345672019892227
1640384522 1467440045,0.01130848849239109 1467440042,0.00945710459229106
1640384523 1467440042,0.011022420464716683 1467440035,0.007263511013253398
1782335498 3844466678,0.14927260716983373 4476064374,0.02220143306937559
419055631 419055518,0.05027566679257074 419055655,0.02956029680127787
419055634 1229358237,0.015531394041461843 3949513523,0.021715443098473574
419055637 419055400,0.1488114996671237 419055539,0.013033996039474612 419055650,0.00929909397562913 419055637,0.227859769874841
419055639 419055616,0.06861897769310693 1229683793,0.06473905352482641
419055650 419055598,0.07936162002233198 419055637,0.00929909397562913
6693603364 419057107,0.03448697463591788 1388688857,0.12465516028956082
419055655 419055631,0.02956029680127787 1229684055,0.011972818342435325
419055656 419055923,0.025691641858425793 1344715164,0.01689018575680133
419055657 2262604010,0.009013310807229731 5740991318,0.0116652023942299 5740991312,0.00812842613108706 5740991927,0.25345867021364626
419055658 419055875,0.11202419056906576 1365014488,0.02851890312833635 1694984310,0.130886683952473 1364979449,0.10201414370859985
419055659 419055664,0.02134526696218482 419055660,0.05532750461445643
419055660 419055659,0.05532750461445643 419055661,0.05375320370047901
419055661 419055660,0.05375320370047901 419055670,0.00837859925102692
419055664 419055659,0.02134526696218482 1216268179,0.07613930529530819
419055665 1229332724,0.11198784038642229 6718723248,0.019091810894243288
419055668 419055872,0.7952274278232985 419055883,0.16956230338315634 5740991949,0.29877187431867164 2262604012,0.015851085517195482
419055670 419055661,0.00837859925102692 419055925,0.03317837674575715
419055672 419055697,0.022765354421215273 419055674,0.12226537296788689 1230500090,0.012912342815213878
419055673 419055741,0.11711056801592161 419055808,0.24165349665347613
419055674 419055672,0.12226537296788689 419055912,0.019694023245071416
3472640064 419064207,0.011942965724822313 3030364178,0.03753194437930871
419055684 419055415,0.5305994613876621 1344715171,0.37787961274619764 4379326573,0.3736808659881259
419055689 3323382372,0.3864541888203234 1145509306,0.03513281404087772
1267615820 419057048,0.016561073228975823 1267615842,0.0247220261699763
419055697 419055672,0.022765354421215273 1229605637,0.010105569025600083
419055698 419055872,0.4907001871825495 1345992468,0.03743967215307627 419055728,0.4975588371682596
419055699 419055917,0.10439747560766106 1344715164,0.027044255164460358
419055703 419055906,0.09791966169003798 5740991311,0.05078133082515314
419055704 1229605735,0.03514476356296806 1229605262,0.029875455762900214
419055706 5740991930,0.3629713741830891 5740991311,0.013937751682668423 2262603927,0.38027379862445826 1145509474,0.07830034193875622
419055710 1894217152,0.054500001940634236 1344841778,0.023392745942513418
1267615842 1267615820,0.0247220261699763 419057099,0.07364835545443217
419055715 1344841747,0.021892996368806785 1344841778,0.10325044174794776
419055717 3868740057,0.016178702819565894 3323395914,0.007694777371100337 3323382370,0.2352232370640957
419055723 419055753,0.023563459278800915 1710261815,0.011417674278351513
1776306287 419055798,0.02661777536717188 1708866608,0.06851505761582312
419055728 5740991949,0.13244918912516773 419055698,0.4975588371682596 419055777,0.23579414320328246 2262603949,0.012515107007767657
419055733 1710261807,0.0033971429528924287 419055741,0.010216974577351306 419055778,0.05169857750557165
7359704628 419067278,0.004630750994430645 7359704629,0.006510345889409192
7359704629 7359704628,0.006510345889409192 419067268,0.010723040311126643
